id,year,industryType,companyCount,ownerMaleRate,ownerFemaleRate,singlePropCompanyRate,multiBusinessCompanyRate,U1D5CompanyRate,U5D10CompanyRate,U10D20CompanyRate,U20D50CompanyRate,U50D100CompanyRate,U100D300CompanyRate,U300CompanyRate,workerCount,workerMaleRate,workerFemaleRate,singlePropWorkerRate,multiBusinessWorkerRate,selfEmpFamilyWorkerRate,fulltimeWorkerRate,dayWorkerRate,etcWorkerRate,U1D5WorkerRate,U5D10WorkerRate,U10D20WorkerRate,U20D50WorkerRate,U50D100WorkerRate,U100D300WorkerRate,U300WorkerRate,avgAge,avgServYear,avgWorkDay,avgTotalWorkTime,avgRegularWorkDay,avgOverWorkDay,avgSalary,avgFixedSalary,avgOvertimeSalary,avgBonusSalary
166,2018,전문과학및기술서비스업,112302,0.843,0.157,0.858,0.142,0.648,0.208,0.08,0.041,0.012,0.007,0.003,1075234,0.673,0.327,0.492,0.508,0.065,0.883,0.044,0.008,0.142,0.139,0.109,0.127,0.084,0.123,0.275,39.2,6.7,19.3,157.2,152.9,4.3,3929,3817,111,8390
167,2018,교육서비스업,189800,0.435,0.565,0.939,0.061,0.735,0.126,0.054,0.045,0.033,0.006,0.002,1630311,0.365,0.635,0.728,0.272,0.101,0.679,0.146,0.074,0.154,0.093,0.085,0.162,0.269,0.09,0.148,43.3,8.5,19,150.1,146.6,3.5,3469,3413,57,3582
168,2018,보건업및사회복지서비스업,147452,0.54,0.46,0.927,0.073,0.4,0.342,0.151,0.07,0.025,0.011,0.002,1902052,0.19,0.81,0.738,0.262,0.06,0.803,0.104,0.033,0.09,0.17,0.154,0.163,0.131,0.132,0.16,42,4.6,20.2,158.9,152.5,6.4,2584,2457,127,2218
169,2018,오락문화및운동관련서비스업,121639,0.567,0.433,0.971,0.029,0.872,0.086,0.023,0.011,0.004,0.003,0,442046,0.516,0.484,0.817,0.183,0.302,0.386,0.227,0.085,0.417,0.149,0.083,0.093,0.068,0.127,0.062,41.2,5.3,20.5,166.5,156.2,10.3,2738,2542,196,2477
170,2018,기타공공수리및개인서비스업,410246,0.519,0.481,0.961,0.039,0.93,0.046,0.016,0.007,0.001,0,0,890317,0.505,0.495,0.876,0.124,0.387,0.481,0.082,0.049,0.609,0.134,0.096,0.093,0.035,0.028,0.006,44.8,5.2,21,161.3,155.1,6.2,2487,2378,110,2593
171,2019,전체,4163979,0.614,0.386,0.934,0.066,0.798,0.122,0.044,0.024,0.007,0.003,0.001,21954539,0.563,0.437,0.686,0.314,0.185,0.637,0.133,0.044,0.275,0.147,0.11,0.134,0.097,0.103,0.133,42.6,6.7,19.9,163.6,153.1,10.5,3259,3042,216,5537
172,2019,농업임업및어업,4522,0.853,0.147,0.789,0.211,0.521,0.244,0.125,0.083,0.019,0.007,0.001,43920,0.726,0.274,0.604,0.396,0,0.773,0.151,0.076,0.117,0.167,0.169,0.255,0.142,0.109,0.041,45,8.2,20.7,165.1,161,4,2897,2832,65,6114
173,2019,광업,1776,0.88,0.12,0.874,0.126,0.673,0.115,0.104,0.09,0.014,0.002,0.002,14887,0.864,0.136,0.6,0.4,0.107,0.819,0.061,0.013,0.169,0.093,0.172,0.314,0.107,0.038,0.107,51.4,8.6,22.3,186.8,166.1,20.8,3783,3363,420,5725
174,2019,제조업,440766,0.787,0.213,0.929,0.071,0.631,0.211,0.077,0.057,0.015,0.008,0.002,4123817,0.745,0.255,0.615,0.385,0.095,0.835,0.064,0.006,0.142,0.152,0.11,0.182,0.111,0.131,0.173,42.1,7.7,20.3,174.6,155,19.6,3342,2945,397,7509
175,2019,전기가스수도하수,12542,0.823,0.177,0.799,0.201,0.529,0.18,0.121,0.114,0.039,0.014,0.003,181611,0.838,0.162,0.483,0.517,0.024,0.939,0.034,0.003,0.073,0.081,0.113,0.249,0.184,0.15,0.15,44.4,10.3,20.3,168.9,158.6,10.4,4027.3,3738.5,288.9,9080.2
176,2019,건설업,146293,0.802,0.198,0.947,0.053,0.505,0.278,0.139,0.055,0.013,0.008,0.003,1504466,0.859,0.141,0.789,0.211,0.062,0.443,0.458,0.037,0.111,0.178,0.177,0.154,0.083,0.126,0.173,45.4,5.7,19.8,161.4,153.8,7.6,3402,3222,180,2841
177,2019,도매및소매업,1028323,0.586,0.414,0.927,0.073,0.868,0.092,0.026,0.011,0.002,0.001,0,3289652,0.533,0.467,0.75,0.25,0.33,0.51,0.111,0.05,0.502,0.178,0.106,0.095,0.043,0.046,0.029,41.1,5.7,20.2,162.8,156.9,5.9,3225,3116,109,4351
178,2019,운수및창고업,409288,0.929,0.071,0.97,0.03,0.942,0.023,0.015,0.011,0.005,0.003,0,1155965,0.865,0.135,0.693,0.307,0.331,0.518,0.052,0.1,0.366,0.053,0.073,0.123,0.115,0.176,0.093,48.4,8.2,20.5,163.1,150.1,13,2978,2703,275,4979
179,2019,숙박및음식점업,785706,0.401,0.599,0.968,0.032,0.851,0.12,0.023,0.005,0.001,0,0,2384828,0.375,0.625,0.883,0.117,0.451,0.296,0.246,0.007,0.594,0.235,0.092,0.043,0.016,0.01,0.01,42.7,3.4,21.6,175.3,165.4,9.9,2260,2101,159,956
180,2019,정보통신업,45303,0.814,0.186,0.885,0.115,0.616,0.173,0.095,0.069,0.026,0.017,0.004,606964,0.686,0.314,0.592,0.408,0.025,0.909,0.049,0.017,0.093,0.083,0.096,0.155,0.131,0.203,0.239,37.3,6.6,19.1,156.9,150.9,6,4021,3863,158,5888
181,2019,금융및보험업,43555,0.818,0.182,0.294,0.706,0.34,0.245,0.23,0.136,0.034,0.01,0.004,715399,0.443,0.557,0.11,0.89,0.009,0.653,0.023,0.316,0.047,0.102,0.186,0.257,0.135,0.096,0.176,40.2,11.6,19,154.4,150.3,4.1,4418,4297,121,18101
182,2019,부동산업시설관리지원임대,241763,0.656,0.344,0.902,0.098,0.797,0.111,0.048,0.027,0.008,0.006,0.003,1729877,0.568,0.432,0.573,0.427,0.096,0.738,0.122,0.044,0.193,0.098,0.088,0.11,0.078,0.151,0.282,45,5,19.3,161.9,154.5,7.3,2749,2611.5,137.5,2719.7
183,2019,전문과학및기술서비스업,118129,0.831,0.169,0.854,0.146,0.66,0.2,0.075,0.041,0.013,0.008,0.003,1132049,0.67,0.33,0.48,0.52,0.064,0.883,0.046,0.008,0.145,0.13,0.104,0.127,0.09,0.128,0.275,39.7,6.9,19.1,156.6,151.4,5.2,4102,3979,123,8409
184,2019,교육서비스업,193790,0.427,0.573,0.936,0.064,0.737,0.126,0.051,0.045,0.034,0.006,0.001,1672443,0.361,0.639,0.725,0.275,0.1,0.682,0.147,0.071,0.156,0.092,0.081,0.16,0.275,0.094,0.142,43.6,8.6,18.3,143.7,139.9,3.7,3582,3522,61,3381
185,2019,보건업및사회복지서비스업,150659,0.543,0.457,0.921,0.079,0.399,0.335,0.15,0.075,0.026,0.012,0.002,2033034,0.19,0.81,0.729,0.271,0.056,0.802,0.108,0.034,0.085,0.159,0.148,0.167,0.132,0.142,0.167,42.7,4.6,19.9,154.3,148.3,6.1,2680,2548,132,2235
186,2019,오락문화및운동관련서비스업,124621,0.568,0.432,0.967,0.033,0.868,0.09,0.024,0.012,0.004,0.003,0,458555,0.515,0.485,0.808,0.192,0.294,0.397,0.224,0.085,0.418,0.152,0.083,0.094,0.068,0.125,0.062,41.7,5.6,20.4,164.6,155.7,8.9,2844,2650,195,2770
187,2019,기타공공수리및개인서비스업,416943,0.513,0.487,0.962,0.038,0.931,0.045,0.016,0.007,0.001,0,0,907072,0.505,0.495,0.873,0.127,0.388,0.478,0.086,0.049,0.617,0.131,0.095,0.09,0.033,0.028,0.006,45.1,5.4,20.5,158,152.2,5.8,2613,2502,111,2701
188,2020,전체,4312810,0.616,0.384,0.931,0.069,0.831,0.097,0.039,0.021,0.007,0.003,0.001,20763981,0.566,0.434,0.669,0.331,0.188,0.657,0.123,0.032,0.274,0.129,0.107,0.131,0.1,0.108,0.15,42.9,6.8,21.7,176.7,167.7,9,3,3,0,5
189,2020,농업임업및어업,5948,0.831,0.169,0.814,0.186,0.601,0.209,0.105,0.065,0.014,0.006,0,47481,0.733,0.267,0.625,0.375,0,0.743,0.21,0.046,0.149,0.174,0.175,0.249,0.121,0.101,0.032,45.4,8.9,22.2,175,169.6,5.4,3,3,0,6
190,2020,광업,1654,0.856,0.144,0.867,0.133,0.655,0.139,0.1,0.09,0.012,0.002,0.001,13838,0.875,0.125,0.583,0.417,0.112,0.83,0.051,0.007,0.16,0.113,0.168,0.316,0.093,0.046,0.104,51.6,8.3,23.3,199.8,177.9,21.8,4,3,0,5
191,2020,제조업,453257,0.778,0.222,0.93,0.07,0.676,0.171,0.078,0.052,0.014,0.007,0.002,3984905,0.742,0.258,0.601,0.399,0.099,0.842,0.054,0.006,0.15,0.128,0.119,0.177,0.107,0.135,0.184,42.5,8,21.9,186.4,169.9,16.5,3,3,0,7
192,2020,전기가스수도하수,14076,0.807,0.193,0.806,0.194,0.59,0.161,0.101,0.096,0.036,0.013,0.003,184248,0.831,0.169,0.475,0.525,0.032,0.922,0.043,0.004,0.081,0.08,0.106,0.231,0.189,0.158,0.156,44.8,9.9,22.2,186,173.7,12.3,4.4,3.9,0,9.7
193,2020,건설업,158401,0.792,0.208,0.94,0.06,0.665,0.181,0.086,0.044,0.013,0.007,0.003,1431792,0.854,0.146,0.726,0.274,0.066,0.473,0.447,0.015,0.133,0.131,0.127,0.145,0.1,0.133,0.231,45.5,5.8,22.1,178.9,172.6,6.3,4,3,0,3
194,2020,도매및소매업,1064434,0.592,0.408,0.921,0.079,0.89,0.075,0.023,0.009,0.002,0.001,0,2962630,0.554,0.446,0.737,0.263,0.34,0.524,0.109,0.027,0.501,0.169,0.106,0.089,0.044,0.051,0.04,41.2,6.2,21.9,175.6,170.9,4.7,3,3,0,4
195,2020,운수및창고업,420889,0.925,0.075,0.969,0.031,0.952,0.019,0.012,0.009,0.004,0.003,0,1091939,0.863,0.137,0.676,0.324,0.36,0.543,0.043,0.054,0.393,0.047,0.064,0.112,0.109,0.163,0.112,48.5,7.6,21.5,174.9,161.6,13.3,3,3,0,5
196,2020,숙박및음식점업,829555,0.415,0.585,0.965,0.035,0.898,0.081,0.017,0.004,0.001,0,0,2023871,0.386,0.614,0.879,0.121,0.51,0.278,0.207,0.004,0.635,0.206,0.085,0.041,0.014,0.009,0.01,41.5,3.3,21.4,170.8,162.9,8,2,2,0,1
197,2020,정보통신업,49435,0.807,0.193,0.879,0.121,0.639,0.164,0.093,0.062,0.022,0.016,0.004,620982,0.685,0.315,0.587,0.413,0.028,0.911,0.045,0.016,0.095,0.084,0.099,0.148,0.123,0.21,0.242,38.1,6.9,21.8,178,172.4,5.6,4,4,0,5
198,2020,금융및보험업,43242,0.823,0.177,0.314,0.686,0.383,0.234,0.212,0.122,0.034,0.01,0.004,680970,0.438,0.562,0.102,0.898,0.01,0.685,0.022,0.283,0.049,0.102,0.177,0.239,0.141,0.102,0.19,40.4,12,21.7,177,172,5,5,4,0,18
199,2020,부동산업시설관리지원임대,254614,0.649,0.351,0.897,0.103,0.83,0.092,0.04,0.022,0.007,0.006,0.003,1619169,0.573,0.427,0.57,0.43,0.104,0.736,0.126,0.034,0.197,0.093,0.083,0.104,0.076,0.149,0.298,45.4,5.5,21.2,175.6,169.6,6,3,3,0,3
200,2020,전문과학및기술서비스업,129778,0.816,0.184,0.851,0.149,0.697,0.173,0.071,0.038,0.012,0.007,0.003,1159853,0.662,0.338,0.475,0.525,0.068,0.862,0.064,0.007,0.148,0.122,0.105,0.125,0.091,0.132,0.278,40.3,7.5,21.6,176.4,171.5,4.9,4,4,0,8
201,2020,교육서비스업,191529,0.425,0.575,0.936,0.064,0.769,0.104,0.045,0.041,0.033,0.006,0.001,1579773,0.351,0.649,0.721,0.279,0.103,0.739,0.109,0.048,0.159,0.08,0.074,0.153,0.284,0.099,0.151,43.7,7.6,20.2,155.2,152.6,2.7,3,3,0,3
202,2020,보건업및사회복지서비스업,149351,0.563,0.437,0.92,0.08,0.393,0.326,0.156,0.081,0.029,0.013,0.003,2156232,0.189,0.811,0.725,0.275,0.036,0.808,0.131,0.025,0.077,0.146,0.143,0.169,0.136,0.144,0.186,43.6,4.3,21.9,164.3,159.2,5.2,3,3,0,2
203,2020,오락문화및운동관련서비스업,123249,0.572,0.428,0.963,0.037,0.903,0.061,0.019,0.01,0.003,0.003,0,380824,0.523,0.477,0.79,0.21,0.327,0.428,0.174,0.071,0.427,0.125,0.081,0.098,0.073,0.132,0.064,42.3,6.1,21.3,171,163.3,7.7,3,3,0,3
204,2020,기타공공수리및개인서비스업,423398,0.507,0.493,0.965,0.035,0.946,0.034,0.013,0.006,0.001,0,0,825474,0.516,0.484,0.865,0.135,0.416,0.46,0.071,0.052,0.634,0.111,0.09,0.085,0.038,0.03,0.012,44,6.1,22.3,176.2,171.6,4.6,3,3,0,3
