code,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26
182,,,,33.33,,,,,,,,,,,,,,,,,,,,,
182,,,,,13.92,,,0.00,50.00,-33.33,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,-40.00,66.67,25.00,,
182,,,,,,-4.71,-7.41,21.33,,,,,,,,,,,,,,,,,
182,,,,,,,76.92,,,,,,,,,,,,,,,,,,
182,,,,,,,-23.08,,,,,,,,,,,,,,,,,,
182,,,,,,,,,20.00,-41.67,14.29,0.00,150.00,-50.00,,,,,,,,,,,
182,,,,,,,,-58.82,,,,,,,,,,,,,,,,,
182,,,,,,,,50.00,,,,,,,,,,,,,,,,,
182,,,,,,,,,60.81,,,,,,,,,,-16.67,350.00,-44.44,-20.00,0.00,,
182,,,,,,,,,13.57,,,,-11.11,-35.00,53.85,8.75,3.45,18.89,,,-16.67,,,-10.00,
182,,,,,,,,,5.26,,,,,,,,,,,,,0.00,,,
182,,,,,,,,,10.59,12.68,-20.00,25.00,0.00,0.00,3.75,-3.61,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,3.64,-12.28,0.00,8.00,11.11,20.00,6.94
182,,,,,,,,,,0.00,,,,,,,,,,,,,,,
182,,,,,,,,,,,,-79.17,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,-50.00,,,,,,,54.84,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,-15.00,76.47,,,,,,,,,,,,,
182,,,,,,,,,,,,,-50.00,0.00,10.00,6.06,0.00,14.29,5.00,-16.67,-8.57,6.25,-11.76,3.33,-3.23
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,60.00,-25.00,66.67,-40.00,33.33,0.00,-25.00,,,,
182,,,,,,,,,,,,,,,,-56.50,,,,,,,25.00,,
182,,,,,,,,,,,,,,,,,-60.00,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,75.00,-8.57,-21.88,,,
182,,,,,,,,,,,,,,,,,,-51.92,,,,,,,17.65
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,-86.67,825.00,
182,,,,,,,,,,,,,,,,,,,,,,,,-34.29,
182,,,,,,,,,,,,,,,,,,,,5.26,-16.67,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,-16.67,60.00
182,,,,,,,,,,,,,,,,,,,,,60.00,-15.00,-8.82,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,11.52,8.70,20.00,35.00,
182,,,,,,,,,,,,,,,,,,,,,0.00,11.11,0.00,8.00,1.85
182,,,,,,,,,,,,,,,,,,,,,25.00,,,,
182,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,,,,,,,,,-42.86,,,
182,,,,,,,,,,,,,,,,,,,,,,,3.28,-13.29,
182,,,,,,,,,,,,,,,,,,,,,,,-40.00,,
182,,,,,,,,,,,,,,,,,,,,,,,,-66.67,
912,-21.25,50.79,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,16.67,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,
912,-45.00,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,10.00,-18.18,-33.33,0.00,16.67,,,
912,20.00,63.33,-33.67,7.69,0.00,,,-12.50,28.57,-11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,
912,-33.33,20.00,-16.67,50.00,53.33,,,-6.25,33.33,0.00,0.00,-5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53
912,25.00,,,,-33.33,90.00,3.16,2.04,20.00,8.33,,,,,20.00,8.33,0.00,15.38,,,,,,,
912,66.67,-30.00,-42.86,50.00,,,,,,,,15.56,-8.65,23.16,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
912,-13.33,6.15,,,0.00,-37.14,2.27,4.44,,,0.00,20.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,,,-6.67,0.00,0.00,0.00
912,-16.67,0.00,-10.00,,,33.33,2.50,,,,,,,,,,,,,,,,,,
912,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,
912,15.38,25.00,-20.00,0.00,16.67,0.00,0.00,5.71,,,,,,,,,,,,,,,,,
912,-34.72,,,,,,,,,,,,,,,,,,,,,,,,
912,3.33,,,,,,,,,,,,,,,,,,,,,,,,
912,1.45,,,,,,,,,,,,,,,,,,,,,,,,
912,-26.23,,,,,5.26,-3.33,3.45,,,,,,,,,,,,,,,,,
912,-40.74,12.50,-8.89,119.51,,,,,,,,,,,,,,,,,,,,,
912,-25.93,15.00,-13.04,,,0.00,-15.00,76.47,-1.67,,,,,,,,,,,,,,,,
912,6.67,-25.00,25.00,6.67,12.50,,,-15.66,,,,,,,,,,,,,,,,,
912,-13.33,,,,,,,,,,,,,,,,,,,,,,,,
912,9.00,-6.42,-1.96,30.00,-15.38,23.64,25.00,5.88,,,,,,,,,,,,,,,,,
912,9.09,10.00,,,,,,,,,,,,,160.00,,,,,,6.67,6.25,0.00,47.06,
912,-5.26,0.00,-18.89,36.99,-50.00,200.00,-16.67,20.00,33.33,-25.00,,,,,,,,,,,,,,,
912,0.00,8.33,,,,,,,,,,,,,,,,,,,,,,,
912,,,16.67,,,,,,,,,,,,,,,,,,,,,,
912,0.00,,,,,,,,,-4.17,13.04,,,,,,,,,,,,,,
912,-20.00,,,,,,,,,,,,,,,,,,,,,,,,
912,-62.41,,,,,,,,,,,,,,,,,,,,,,,,
912,40.00,,,,,,,,,,,-80.00,,,,,,,,,,,,,
912,,-10.00,,,,,,,,,,,,,,,,,,,,,,,
912,,150.00,-20.00,,,41.43,1.01,10.00,9.09,,,42.86,-10.00,11.11,-10.00,11.11,0.00,10.00,-9.09,,,,,,
912,,0.00,40.00,0.00,-14.29,,,,,,,,,,,,,,,,,,,,
912,,0.00,20.00,33.33,-15.00,17.65,-18.75,,,,,,,,,,,,,,,,,,
912,,80.00,,,,,,-0.92,-7.41,10.00,9.09,-8.33,9.09,-8.33,,,,,,,,,,,
912,,60.00,-12.50,,,,,,,,,,,,,,,,,,,,,,
912,,0.00,30.00,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,20.00,,,,,,,,,,,,,,,,,,,
912,,20.90,,,,,52.54,0.00,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,-16.42,10.71,,,,,,,,,,,,,,,,,,,,,
912,,,28.21,40.00,,,263.64,-15.00,47.06,20.00,,,,,,,,,,,,,,,
912,,,-3.45,12.50,,,0.00,10.00,9.09,,,,,,,,,,,,,,,,
912,,,25.00,6.67,0.00,31.25,12.38,10.17,7.69,5.71,0.00,,,,,,,,,,,,,,
912,,,,,,5.63,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,-4.76,31.67,5.70,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,11.11,,,,,0.00,,,,,,,,,,,,
912,,,,-15.00,52.94,,,,,,,,,,,,,,,,,,,,
912,,,,6.25,5.88,11.11,-5.00,5.26,-14.00,,,-27.50,29.31,-33.33,50.00,33.33,-30.00,,,,,,,,
912,,,,,,,,,,,,,,,11.11,0.00,0.00,0.00,30.00,15.38,0.00,,,15.38,
912,,,,-3.00,3.09,-30.00,85.71,-7.69,-41.67,,,,,,,,,,,,,,,,
912,,,,4.69,4.48,,,,,,,,,,,,,,,,,,,,
912,,,,-11.11,6.25,-5.88,,,,,,,,,,,,,,,,,,,
912,,,,16.67,7.14,-1.33,-8.11,17.65,16.25,29.03,-18.33,,,,,,,,,,,,,,
912,,,,,45.00,,,,,,,,,,,,,,,,3.75,,,,
912,,,,,,3.90,0.00,,,,,,,,,,,,,,,,,,
912,,,,,,0.00,-21.43,27.27,11.43,2.56,12.50,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,1.33,11.84,17.65,,,,,,,,,,,,,,,,,
912,,,,,,,,,27.00,6.30,1.48,-12.41,0.00,,,0.00,0.00,0.00,13.33,47.06,-28.00,,,,
912,,,,,,,10.00,2.73,-7.08,,,,,,,,,,,,,,,,
912,,,,,,,-17.86,,,,,,,,,,,,,,,,,,
912,,,,,,,3.67,,,-7.14,-23.08,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,-10.00,0.00,0.00,11.11,0.00
912,,,,,,,-6.67,,,,,,,,,,,,,,,,,,
912,,,,,,,-20.00,100.00,0.00,0.00,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,17.39,7.41,0.00,-6.90,0.00
912,,,,,,,10.00,3.90,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,1.25,23.46,-5.00,3.16,6.12,4.81,10.09,7.50,0.78,1.54,36.36,-8.89,16.46,8.38,1.45,0.00,20.00,0.00
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,21.67,10.96,8.64,,,,0.00,8.33,-2.31,11.81,-15.49,,,,,,,
912,,,,,,,,,,,,,,,,,,,-14.89,42.50,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,0.00,,,0.00,25.00,-28.00,0.00,11.11,,,,,,
912,,,,,,,,,-4.76,0.00,20.00,-9.17,,,,8.13,4.05,0.00,5.56,10.53,-15.71,,,,
912,,,,,,,,,,,,,,,,,,,,,-4.76,0.00,5.00,4.76,0.00
912,,,,,,,,,,,,,,,,,,,,,0.00,0.00,4.17,0.00,24.00
912,,,,,,,,,-25.00,33.33,20.00,-8.33,,,,,,,15.38,,,,,,
912,,,,,,,,,50.91,,,,,,,,,,,,,,,,
912,,,,,,,,,,14.00,-12.28,0.00,20.00,8.33,,,,,,0.50,-5.00,5.26,0.00,,
912,,,,,,,,,,,,,,,,,,,,,,,,-16.17,14.29
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,25.00,0.00,-20.00,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,42.86,-20.00,0.00,4.00,20.19,,,,,,,,,
912,,,,,,,,,,,,56.25,40.00,-28.57,,,,,,,,,,,
912,,,,,,,,,,,,2.04,0.00,14.00,,,,,,-23.53,,,-22.73,29.41,-9.09
912,,,,,,,,,,,,,,9.68,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,53.85,,,,,,3.12,15.15,2.63
912,,,,,,,,,,,,,0.00,,,14.42,,,13.33,17.65,25.00,-28.00,,,0.00
912,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,10.00
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,-3.57,11.11,-15.33,23.62,1.91,12.50,-10.00,11.11,-16.67,20.00,0.00,
912,,,,,,,,,,,,,,10.00,9.09,4.17,4.00,-7.69,,,,,,,
912,,,,,,,,,,,,,,11.11,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,-4.00,-30.56,-28.00,,,,,,
912,,,,,,,,,,,,,,,-21.21,,,0.00,33.33,350.00,,,,,
912,,,,,,,,,,,,,,,0.00,0.00,-2.22,2.27,11.11,-70.00,,,0.00,17.65,0.00
912,,,,,,,,,,,,,,,2.04,10.00,-2.73,2.80,7.27,18.64,7.14,0.00,20.00,0.00,
912,,,,,,,,,,,,,,,,,,,,58.33,-36.84,,,,
912,,,,,,,,,,,,,,,-4.12,22.70,,,-2.73,49.53,1.88,4.29,16.47,-15.15,22.02
912,,,,,,,,,,,,,,,-16.67,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,0.00,-5.00,-15.79,37.50,,,
912,,,,,,,,,,,,,,,,0.00,12.50,0.00,4.44,6.38,,,,,
912,,,,,,,,,,,,,,,,-3.85,0.00,,,,,,,,
912,,,,,,,,,,,,,,,,0.00,0.00,-23.08,0.00,70.00,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,
912,,,,,,,,,,,,,,,,,-0.71,,,,,,,,
912,,,,,,,,,,,,,,,,,0.00,0.00,7.14,0.00,-6.67,0.00,-2.14,9.49,-2.00
912,,,,,,,,,,,,,,,,,-21.05,-3.33,-1.03,-12.89,,,,,
912,,,,,,,,,,,,,,,,,,21.43,-5.88,0.00,,,,,
912,,,,,,,,,,,,,,,,,,-16.67,20.00,0.00,,,,,
912,,,,,,,,,,,,,,,,,,-74.19,0.00,,,,,,
912,,,,,,,,,,,,,,,,,,-7.14,0.00,15.38,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,-15.00,,,
912,,,,,,,,,,,,,,,,,,,,17.65,12.50,0.00,0.00,233.33,20.00
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,13.33,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,14.71,-10.26,14.29,,
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,-6.50,6.95,-56.50,118.39,
912,,,,,,,,,,,,,,,,,,,,,11.11,-2.50,1.54,13.64,11.11
912,,,,,,,,,,,,,,,,,,,,,14.29,0.00,21.88,,
912,,,,,,,,,,,,,,,,,,,,,32.22,-7.56,,,
912,,,,,,,,,,,,,,,,,,,,,-5.56,29.41,-9.09,0.00,10.00
912,,,,,,,,,,,,,,,,,,,,,0.00,11.11,-20.00,25.00,
912,,,,,,,,,,,,,,,,,,,,,13.33,17.65,,,
912,,,,,,,,,,,,,,,,,,,,,13.64,0.00,0.00,16.00,-31.03
912,,,,,,,,,,,,,,,,,,,,,11.11,0.00,,,
912,,,,,,,,,,,,,,,,,,,,,,-4.76,10.00,,
912,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,
912,,,,,,,,,,,,,,,,,,,,,,-13.04,10.00,4.55,0.00
912,,,,,,,,,,,,,,,,,,,,,,0.00,,,
912,,,,,,,,,,,,,,,,,,,,,,-11.76,16.67,2.86,2.78
912,,,,,,,,,,,,,,,,,,,,,,-5.88,25.00,,
912,,,,,,,,,,,,,,,,,,,,,,,-16.67,0.00,
912,,,,,,,,,,,,,,,,,,,,,,,,,-2.40
912,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,,,,0.00,27.78,-56.52
912,,,,,,,,,,,,,,,,,,,,,,,5.56,,
912,,,,,,,,,,,,,,,,,,,,,,,,0.00,5.00
912,,,,,,,,,,,,,,,,,,,,,,,,25.00,
912,,,,,,,,,,,,,,,,,,,,,,,,11.11,-10.00
912,,,,,,,,,,,,,,,,,,,,,,,,,0.00
261,0.00,160.00,-7.69,,,,,,,,,,,,,,,,,,,,,,
261,0.00,0.00,16.67,25.71,29.55,14.04,23.08,-3.75,2.73,0.00,,,,,,,,,,,,,,,
261,-16.67,160.00,-53.85,38.89,-28.00,233.33,-66.67,50.00,,,,,,,,,,,,,,,,,
261,33.33,,,,,,,,,,,,,,,,,,,,,,,,
261,55.00,-3.23,0.00,0.00,16.67,14.29,,,,,,,,,,,,,,,,,,,
261,8.70,,,,,,,,,,,,,,,,,,,,,,,,
261,-82.35,166.67,-12.50,-57.14,66.67,40.00,,,,,,,,,,,,,,,,,,,
261,,20.00,30.83,-23.57,90.00,-16.67,24.21,-2.54,,,,,,,,,,,,-16.67,0.00,,,,
261,,37.61,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,0.00,,,,,,,,,,,,,,,,,,,,
261,,,,,,40.00,5.04,-24.00,110.53,15.00,-9.57,20.19,58.20,18.84,-17.02,-26.92,47.37,-4.76,25.00,100.00,-35.00,-23.08,50.00,0.00,
261,,,,,,,25.00,,,,,,,,,,,,,,,,,,
261,,,,,,,,,0.00,0.00,12.50,2.22,17.39,-16.67,22.22,-9.09,20.00,,,,,,,,
261,,,,,,,,,,,0.00,,,,,,,,,,,,,,
261,,,,,,,,,,,,-58.33,100.00,0.00,-30.00,42.86,-30.00,-28.57,0.00,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,-28.57,25.00,60.00,-15.00,32.35,-11.11,-10.00,11.11,37.50,-9.09
261,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,-66.67,,,,,,,,
261,,,,,,,,,,,,,,,,,33.33,125.00,-33.33,66.67,0.00,0.00,-20.00,87.50,-26.67
261,,,,,,,,,,,,,,,,,,25.00,-66.67,-40.00,,,,,
261,,,,,,,,,,,,,,,,,,,12.50,,,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,,103.12
261,,,,,,,,,,,,,,,,,,,,,,,,,
261,,,,,,,,,,,,,,,,,,,,,44.68,-28.68,20.62,-9.40,3.77
261,,,,,,,,,,,,,,,,,,,,,-14.29,-16.67,40.00,,
261,,,,,,,,,,,,,,,,,,,,,-36.67,52.63,3.45,0.00,
261,,,,,,,,,,,,,,,,,,,,,0.00,,,,
261,,,,,,,,,,,,,,,,,,,,,,,,-25.00,-21.11
314,23.53,-4.76,15.00,,,,,,,,,,,,,,,,,,,,,,
314,48.00,1.35,-8.00,8.70,-13.33,,,,,,,,30.00,0.00,-7.69,,,,,,,,,,
314,0.00,0.00,0.00,-3.00,3.09,0.00,0.00,6.00,38.68,-31.97,0.00,0.00,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,3.85,,,,,,,,
314,38.46,11.11,0.00,25.00,-8.00,8.70,8.00,11.11,0.00,-17.67,,,,,,,,,,,,,,,
314,-30.77,44.44,-7.69,8.33,38.46,,,,,,,,,,,,,,,,,,,,
314,0.00,-12.50,7.14,33.33,,,,,,,,,,,,,,,,,,,,,
314,0.00,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,-16.67,,,,,,,,,,,,,,,,,,,
314,-32.69,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,33.33,0.00,,,,,,,,,,,,,,,,,,,,,,,
314,0.00,25.00,0.00,38.00,-13.04,60.00,4.17,-20.00,32.50,0.00,25.85,-12.59,-31.39,0.00,37.50,0.00,-9.09,-30.00,28.57,-11.11,-25.00,6.67,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,-44.00,,,,,,,,,,,,,,,,,,,
314,,,,,4.37,79.64,50.00,-11.11,-22.50,45.16,55.56,,,-60.00,,,265.56,,,,,,,,
314,50.00,,,,,,,0.00,,,,,,,,,,,,,,,,,
314,-16.67,-6.67,71.43,-8.33,51.82,,,,,,,,,,,,,,,,,,,,
314,91.67,-39.13,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,13.33,-11.76,,,,,,,,,,,,,,,,,,,,,,,
314,60.00,5.62,-24.26,0.00,64.06,-19.05,58.82,3.70,35.71,-2.63,-54.05,,,,,,,,,,,,,,
314,7.14,,,,,9.09,,,,,,,-27.50,,,,,,-20.00,,,,,,
314,-15.38,72.73,31.58,-72.00,228.57,,,,,,,,,,,,,,,,,,,,
314,-58.08,,,,,,,,,,,,,,,,,,,,,,,,
314,-30.00,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,-18.92,25.00,0.00,,,,,,,,,,,,
314,,-13.24,35.59,,,,,,,,,,,,,,,,,,,,,,
314,,-25.00,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,18.64,,,,,,,,,,,,,,,,,,
314,,,,10.53,19.05,-12.00,22.73,-3.70,7.69,23.21,,,,,,,,,,,,,,,
314,,-10.75,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,-21.05,11.11,,,,,,,,,,,,,,,
314,,49.23,13.40,4.55,160.87,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,125.00,,,,,,,,,,,,,,,,,,,,,,
314,,,0.00,0.00,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,-43.48,,,,,,,,,,,,,,,,,,,,,,
314,,,75.00,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,11.11,30.00,7.69,0.00,-14.29,41.67,,,,,,,,,,,,,,,,
314,,,,0.00,,,,,,,,,,,,,,,,,,,,,
314,,,,19.33,12.29,,,,,,,,,,,,,,,,,,,,
314,,,,59.09,,,,,,,,,,,,,,,,,,,,,
314,,,,-38.89,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,80.00,11.11,-25.00,33.33,25.00,-8.00,8.70,4.00,-3.85,-8.00,-13.04,,,
314,,,,,,,,,,,,11.11,0.00,0.00,0.00,,,,,,0.00,,,,
314,,,,,20.00,,,,,,,,,,,,,,,,,,-10.42,,
314,,,,,35.00,40.74,0.00,-21.05,10.00,9.09,-5.56,,,,,,,,,,,,,,
314,,,,,,,,,,31.58,,,,,,,,,,,,,12.50,11.11,0.00
314,,,,,27.27,39.29,,,14.73,,,,,,,,,,,,,,,,
314,,,,,150.00,-12.00,4.55,,,,,,,,,,,,,,,,,,
314,,,,,-50.00,30.00,,,,,,,,,,,,,,,,,,,
314,,,,,45.45,,,,,,,,,,,,,,,,,20.00,-33.33,30.00,15.38
314,,,,,10.00,27.27,-53.57,,,,,,,,,,-32.00,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,4.00,,,,,,,
314,,,,,33.33,50.00,-17.92,-8.63,11.11,,,,,,,,,,,,,,,,
314,,,,,40.00,,,,,,,,,,,,,,,,,,,,
314,,,,,30.00,100.00,15.38,0.00,,,,,,,,,,,,,,,,,
314,,,,,,-6.67,7.14,0.00,22.00,9.29,3.50,,,,,,-20.00,25.00,58.33,-5.26,8.89,-28.57,10.00,29.87,30.00
314,,,,,,,,,,0.00,,,,,,,,,,,,,,5.00,0.00
314,,,,,,14.81,-3.23,-33.33,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,20.00,0.00,10.00,,,,,,,,,,,
314,,,,,,-10.00,,,,,,,,,,,,,,,,,,,
314,,,,,,42.86,-60.00,0.00,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,34.48,-23.08,,,,,,,,,,,,,,,,,,
314,,,,,,9.63,20.27,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,25.00,0.00,0.00,20.00,0.00,26.67,0.00,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,-2.50,7.69,42.86,-10.00,5.56,5.26,0.00,5.00,4.76,-6.06,16.13,,,,
314,,,,,,,30.00,,,,,,,,,,,,,-40.00,,,,,
314,,,,,,,-20.00,4.17,,,,,,,,,,,,,,,,,
314,,,,,,,2.04,0.00,20.00,,,,,,,,,,,,,,,,
314,,,,,,,,,,,19.05,,,,-17.86,,,,,13.64,26.00,-20.63,,,
314,,,,,,,,,,-18.48,,,,,,,,,,,,,,,
314,,,,,,,,25.75,-38.10,,,,,,,,,20.00,-8.33,,,,,,
314,,,,,,,,,,,31.58,,,,,,,,,,,-10.26,14.29,0.00,25.00
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,-7.69,,,,,,,,,,,,,,,,
314,,,,,,,,,4.17,-2.00,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,15.38,0.00,16.67,0.00,14.29,-7.50,8.11,25.00,60.00,-31.25,0.00,0.00,0.00,3.64,22.81
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,50.00,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,-5.56,,,,,,,,,,,
314,,,,,,,,,,,,,,50.00,,,,,,,,,,,
314,,,,,,,,,,,,,,,-18.66,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,40.00,-42.86
314,,,,,,,,,,,,,,,0.00,,,,,,,,,,
314,,,,,,,,,,,,,,,-2.50,2.56,0.00,25.00,-4.00,-8.33,,,,,
314,,,,,,,,,,,,,,,60.00,,,,,,,,,,
314,,,,,,,,,,,,,,,,-32.00,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,41.50,-29.33,45.00,-31.03,175.00
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,88.24,,,,,,,,,
314,,,,,,,,,,,,,,,,,-12.00,-9.09,,,,,,20.83,10.34
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,88.24,,,,,,,,
314,,,,,,,,,,,,,,,,,,-14.81,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,3.45,-33.33,,,,,,
314,,,,,,,,,,,,,,,,,,,60.00,-21.88,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,45.45,-6.25,0.00,-11.11,-12.50,28.57,0.00
314,,,,,,,,,,,,,,,,,,,0.00,,,,,,
314,,,,,,,,,,,,,,,,,,,15.38,,,,,,
314,,,,,,,,,,,,,,,,,,,-16.67,-20.00,,,,,
314,,,,,,,,,,,,,,,,,,,,80.00,-27.78,53.85,,,
314,,,,,,,,,,,,,,,,,,,,25.00,-42.86,15.00,6.52,,
314,,,,,,,,,,,,,,,,,,,,,40.00,,,,
314,,,,,,,,,,,,,,,,,,,,,32.35,,,,
314,,,,,,,,,,,,,,,,,,,,,80.00,-36.11,0.00,26.52,
314,,,,,,,,,,,,,,,,,,,,,100.00,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,0.00,
314,,,,,,,,,,,,,,,,,,,,,,,-5.00,,
314,,,,,,,,,,,,,,,,,,,,,,,-7.50,,
314,,,,,,,,,,,,,,,,,,,,,,,48.00,-32.43,
314,,,,,,,,,,,,,,,,,,,,,,,,85.19,
314,,,,,,,,,,,,,,,,,,,,,,,,50.00,
314,,,,,,,,,,,,,,,,,,,,,,,,,14.00
