code,v02,v03,v04,v05,v06,v07,v08,v09,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26
317,,,,,,,,,,,,,,-46.15,14.29,52.50,6.56,23.08,,,,,,,
317,,,,,,,,,,,,,0.00,,,0.00,,,,,,,,,
317,,,,,,,,,,,,,,,,,18.52,-75.00,400.00,,,,,,
317,,,,,,,,,,,,,,,,,,,,-33.33,,,,,
317,,,,,,,,,,,,,,20.00,33.33,0.00,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,50.00,,,,,,,,,,118.75,
317,,,,,,,,,,,,,,-40.00,,,,,,,,,,,
317,,,,,,,,,,,,,,0.00,0.00,0.00,25.00,-53.33,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,112.77,20.00,8.33,-24.62,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,-15.79,100.00,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,-30.30,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,-3.57,0.00,3.70
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,30.00,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,0.00,10.00,-9.09,0.00,0.00,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,87.50,-20.00,25.00,0.00,33.33,0.00,-7.50,0.00
317,,,,,,,,,,,,,,,,,,-42.86,112.50,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,15.38,33.33,-55.00,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,116.42,-11.03,326.36,,,
317,,,,,,,,,,,,,,,,,,,,99.00,,,,,
317,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,
317,,,,,,,,,,,,,,,,,,,,,5.00,,,,
317,,,,,,,,,,,,,,,,,,,,,0.00,0.00,-25.00,100.00,-33.33
317,,,,,,,,,,,,,,,,,,,,,0.00,13.33,0.00,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,-45.83,,
317,,,,,,,,,,,,,,,,,,,,,,,,525.00,
317,,,,,,,,,,,,,,,,,,,,,,,,295.48,
317,,,,,,,,,,,,,,,,,,,,,,,,32.00,-9.09
317,,,,,,,,,,,,,,,,,,,,,,,,,0.00
317,,,,,,,,,,,,,,,,,,,,,,,,,625.00
321,,,,,,14.29,,,,-43.75,100.00,11.11,,,,,,,,,,,,,
321,-49.10,111.76,11.11,-15.00,0.00,1.18,16.28,-10.00,11.11,100.00,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,0.00,-41.67,114.29,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,
321,80.00,11.11,,,,,,,,,,,,,,,,,,,,,,,
321,50.00,,,,,,,,,,,,,,,,,,,,,,,,
321,-5.00,15.79,,,,,,,,,,,,,,,,,,,,,,,
321,4.76,-31.82,36.00,,,,,,,,,,,,,,,,,,,,,,
321,0.00,,,,,,,,,,5.56,,,,,,,,,,,-5.88,,,
321,12.90,14.29,10.00,13.64,-17.60,16.50,8.33,19.23,-6.45,3.45,0.00,-74.67,,,,,,,,,,,,,
321,18.33,-2.82,15.94,-12.50,14.29,0.00,0.00,,,,,,,,,,,,,,,,,,
321,-9.09,,,,,,,,,,,,,,,,5.26,0.00,-61.25,,,,,,
321,22.22,,,,,,,,,,,,,,,,,,,,,,,,
321,-41.67,,,,,,,,,,,,,,,,,,,,,,,,
321,-16.67,20.00,0.00,0.00,8.33,,,,,,,,,,,,,,,,,,,,
321,-11.11,6.25,17.65,-20.00,,,,,,,,,,,,,,,,,,,,,
321,-11.11,25.00,,,,,,,,,,,,,,,,,,,,,,,
321,-25.00,,,6.67,,,,,,,,,,,,,,,,,,120.00,,,
321,-16.67,0.00,50.00,26.67,-26.32,24.29,30.46,18.94,11.11,-11.67,54.72,-63.41,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,0.00,,,,,,,,,,,,,,,,,,,,,,,
321,,0.00,33.33,,,,,,,,,,,,,,,,,,,,,,
321,,-60.32,,,,,,,,,,,,,,,,,,,,,,,
321,,-1.79,9.09,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,36.00,,,204.17,
321,,,66.67,14.29,20.00,,,,,,,50.00,0.00,,,,,,,,,,,,
321,,,33.33,,,,,,,,,-1.79,-9.09,-15.00,,,,,,,,,,,
321,,,85.71,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,30.00,-12.31,40.35,21.25,10.31,6.54,,,,,,,,,,,,,,,,,
321,,,-7.14,,,,-53.33,,,,,,,,,,,,,,,,,,
321,,,,5.26,,,,,,,,,,,,,,,,,,,,,
321,,,,0.00,-55.56,,,,,,-25.00,,,,,,,,,,,,,,
321,,,,66.67,0.00,,,,,,,,,,,,,,,,,,,,
321,,,,,,33.33,,,,,,,,,,,,,,,,,,,
321,,,,-30.91,,,,,,,,,,,,,,,,,-24.00,10.53,-4.76,25.00,
321,,,,,,,,,,,,,50.00,,,,,,,,,,,,
321,,,,,,42.86,,,,,,,,-16.67,33.33,0.00,-10.00,11.11,-40.00,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,6.67,,,15.00,,,-2.91,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,11.11,140.00,-58.33,100.00,,,,,,,,,,,,,,,,,0.00
321,,,,,-75.00,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,50.00,,,,
321,,,,,5.26,-20.00,0.00,12.50,0.00,,,,,,,,,,,,,-64.00,38.89,100.00,-20.00
321,,,,,0.00,-10.00,,,,,,,0.00,20.00,4.17,40.00,-28.57,0.00,0.00,0.00,-20.00,,,,
321,,,,,3.09,,,,,,,,,,,,,,,,,,,,
321,,,,,,0.00,-9.09,0.00,0.00,0.00,20.00,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,257.14,-36.00,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,10.00,-45.45,,,,,
321,,,,,,,,-41.67,47.14,-2.91,-10.00,,,,,,,,,,,,,,
321,,,,,,10.71,33.06,4.24,-12.79,8.67,11.04,-7.18,,,,,,,,,,,,,
321,,,,,,-12.94,,,,,75.00,-57.14,,,,,,,,,44.44,,,,
321,,,,,,,,,-20.00,20.00,58.33,,,,,,,,,,,,,,
321,,,,,,,-61.62,,,,,,,,,,,,,,,,,,
321,,,,,,,140.00,-58.33,60.00,0.00,25.00,,,16.67,7.14,0.00,30.00,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,-6.67,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,-55.56,,,,,
321,,,,,,,,500.00,-33.33,50.00,,,,,,,,,,,,592.31,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,-55.93,2.56,6.25,,,,,,,,,,,,,,,
321,,,,,,,,-21.48,,,,,,,,,,,,,,,,,
321,,,,,,,,21.21,,,,,,,,,,,,,,,,,
321,,,,,,,,,200.00,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,133.33,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,-62.50,96.67,,,,,,,,-61.90,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,-11.11,,,,
321,,,,,,,,,,11.11,,,45.45,0.00,-56.25,,,,376.39,-56.27,0.00,0.00,0.00,0.00,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,0.00,-10.00,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,46.49,-1.20,-9.09,40.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.55,8.70,0.00
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,-17.14,-5.17,-9.09,16.00,3.45,0.00,0.00,0.00,1.67,-26.23,0.00,,,
321,,,,,,,,,,,,66.67,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,11.11,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,17.24,,,,,,,,
321,,,,,,,,,,,,,594.44,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,5.88,5.56,-5.26,5.56,26.32,0.00,4.17,20.00,6.00,11.95,1.12,5.56,0.00
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,13.33,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,0.00,,,,
321,,,,,,,,,,,,,,-40.00,66.67,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,0.00,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,28.57,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,411.43,,,,446.15,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,-20.00
321,,,,,,,,,,,,,,,,40.00,,,11.11,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,-20.00,
321,,,,,,,,,,,,,,,,,3.85,0.74,,,,,,,
321,,,,,,,,,,,,,,,,,50.00,-13.33,0.00,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,-14.21,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,7.14,,,
321,,,,,,,,,,,,,,,,,,,,,,212.50,,,20.00
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,21.21,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,12.50,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,-19.05,,,,-41.56
321,,,,,,,,,,,,,,,,,,,,,,,,20.00,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,-26.53,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,37.50
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,-39.39,-91.00,
321,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,-33.33,
321,,,,,,,,,,,,,,,,,,,,,,,,-38.71,
321,,,,,,,,,,,,,,,,,,,,,,,,,-20.00
312,29.41,0.00,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,-66.67,,,,,,,,,,,
312,,,,0.00,,,,,,,,,,-10.00,,,,,,,,,,,
312,7.00,68.22,-22.22,,,,,,,,,,,,,,,,,,,,,,
312,-35.81,44.93,-10.00,38.89,40.00,-4.86,-9.91,-26.67,36.36,-13.33,,,,,,,,,,,,,,,
312,33.33,-33.33,41.67,0.00,47.06,-20.00,66.50,-39.94,25.00,20.00,,,,,,,,,,,,,,,
312,30.77,17.65,-5.00,0.00,15.79,28.18,-0.71,17.86,0.00,24.24,,,-10.00,77.78,-6.25,6.67,4.17,24.00,-4.84,,,,,,
312,0.00,0.00,20.00,16.67,,,,,,,,,,,,,,0.00,,,,,,,
312,,,,,,21.88,,,,,,,,,,,,,,,,,,,
312,,,,,-57.14,33.33,,,,,,,,,,,,,,,,,,,
312,54.55,35.29,-13.04,50.00,-50.00,190.00,,,,,,,,,,,,,,,,,,,
312,15.38,46.67,-18.18,-16.67,66.67,,,,,,,,,,,,,,,,9.44,-69.38,,,
312,0.00,,,,,,,,,,,0.00,0.00,,,,,,,,,,-6.25,0.00,-6.67
312,,,,,,,,,,,,20.00,233.33,,,,,,,,,,,,
312,33.33,,,,,,,,,,,,,,,,,,,,,,,,
312,11.11,-35.00,38.46,11.11,75.00,-28.57,-20.00,30.00,11.54,-16.55,23.97,,,,,,,,,,,,,,
312,,,,,,,79.49,,,,,,,,,,,,,,,,,,
312,40.00,-28.57,60.00,,,,,,,,,,,,,,,,,,,,,,
312,-7.69,8.33,,,,,,,,,-4.44,0.00,1.79,,,,,,,,,,,,
312,,,,,-9.44,22.70,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,0.00,,,,
312,75.00,-28.57,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,-20.00
312,,,-3.33,-10.34,,,,,,,,,,,,,,,,,,,,,
312,13.75,-34.07,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,-17.78,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,-40.54,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,0.00,,,,,,,,,,,,,,,,,,,,,,,,
312,20.00,20.00,-41.67,,,,,,,,,,,,,,,,,,,,,,
312,20.00,,,33.33,,,,,5.56,,,,,,,,,,,,,,,,
312,10.00,4.55,8.70,,,,,,,,,,,,,,,,,,,,,,
312,0.00,0.00,-7.69,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,-5.45,,,,,,,,,,,,,,,,,,
312,78.57,-10.00,22.22,0.00,12.12,,,-6.25,-11.11,0.00,0.00,56.75,-4.31,0.00,0.00,8.33,-38.46,25.00,-10.00,11.11,,,,,
312,-8.00,19.57,,,,,,,,,,,,,,,,,,,,,,,
312,-40.12,20.00,,,-14.55,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,0.00,0.00,30.00,-23.08,20.00,0.00,8.33,0.00,-7.69,16.67,7.14,0.00,,,,,,,,,,,,
312,,,27.74,42.86,0.00,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,8.70,-33.33,100.00,,,,20.00,,,,,,,,,,,
312,,,-15.79,,,,,,,,,,,,,,,,,,,,,,
312,,,13.04,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,3.54
312,,,,-9.09,,,,,,,,,,,,,,,,,,,,,
312,,,,2.74,33.33,,,,,,,,,,,,,,,,,,,,
312,,,,70.00,5.88,19.44,21.86,-10.31,14.89,-7.41,16.00,,,-4.76,-12.50,14.29,12.50,-11.11,50.00,0.00,,,,,
312,,,,63.64,-11.11,,,,,,,,,,,,,,,,66.67,,,,
312,,,,,20.00,5.83,69.29,16.28,-8.00,-13.04,10.00,9.09,4.17,0.00,25.60,2.87,0.62,3.38,2.68,0.29,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,37.50,,,,,,,,,,,,,,,,,,,,
312,,,,,194.12,,,,,,,,,,,,,,,,,,,,
312,,,,,,11.11,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,69.23,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,6.82,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,31.31,,,,,,,,,,,,,,,,,,
312,,,,,,,33.33,0.00,0.00,10.00,13.64,12.00,,,,,,,,,,,,,
312,,,,,,,-6.09,8.11,65.00,-3.03,9.38,-20.00,21.43,,,,,,,,,,,,
312,,,,,,,,14.29,15.00,-30.43,56.25,-10.00,,,,,,,,,,,,,
312,,,,,,,,0.00,0.00,,,,,,,,,,,,,,,,
312,,,,,,,,,,,-11.11,31.25,-4.76,15.00,-2.17,,,,,,,,,,
312,,,,,,,,,,,-10.00,,,,23.44,,,,,,,,,,
312,,,,,,,,,,-30.77,11.11,,,,-3.57,3.70,,,,,,,,,
312,,,,,,,,,,6.38,200.00,-50.00,,,,,,,,,,,,,
312,,,,,,,,,,,-20.42,,,,,,,,0.00,0.00,-20.00,25.00,-12.00,47.73,-7.69
312,,,,,,,,,,,17.71,-63.59,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,18.18,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,0.00,,,,,,,,,,,,
312,,,,,,,,,,,,,56.25,,,,,,,,,,,,
312,,,,,,,,,,,,,9.52,6.52,13.06,-27.80,,,,,,,,,
312,,,,,,,,,,,,,-1.00,27.95,-17.11,1.59,0.00,19.38,0.00,4.71,20.00,0.00,0.00,0.00,0.00
312,,,,,,,,,,,,,,5.00,41.90,,,,,,,,,,
312,,,,,,,,,,,,,,-16.67,80.00,,,,,,,,,10.00,
312,,,,,,,,,,,,,,81.82,,,,,,,,,,,
312,,,,,,,,,,,,,,-38.46,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,-41.43,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,-45.35,27.66,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,-46.43,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,-46.88,,,,,4.00,0.00,,,-15.79
312,,,,,,,,,,,,,,,,-21.74,-44.44,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,0.00,0.00,0.00,12.50,-11.11,15.00,-2.17,-20.00,8.33
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,-52.38,,,,,,44.00,,
312,,,,,,,,,,,,,,,,,,,-28.57,,,,,,
312,,,,,,,,,,,,,,,,,11.11,0.00,25.00,0.00,4.00,-3.85,0.00,2.00,-11.76
312,,,,,,,,,,,,,,,,,0.00,12.50,0.00,166.67,-50.00,16.67,,,
312,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,,,
312,,,,,,,,,,,,,,,,,,-26.32,,,,,,,
312,,,,,,,,,,,,,,,,,,-42.86,,,,,,,
312,,,,,,,,,,,,,,,,,,4.17,7.20,,,,,,
312,,,,,,,,,,,,,,,,,,-37.50,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,-20.00,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,-62.00,,,,,,
312,,,,,,,,,,,,,,,,,,,7.14,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,-73.33,,,,-20.00,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,0.00,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,-63.64,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,30.00,-38.46
312,,,,,,,,,,,,,,,,,,,,,-8.56,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,25.00
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,-16.67,,,
312,,,,,,,,,,,,,,,,,,,,,,-63.64,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00
312,,,,,,,,,,,,,,,,,,,,,,-37.21,,,
312,,,,,,,,,,,,,,,,,,,,,,,-7.14,,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,-60.00,
312,,,,,,,,,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,-31.91,-6.25
312,,,,,,,,,,,,,,,,,,,,,,,,,-66.67
733,58.82,11.11,0.00,-16.67,60.00,-8.75,30.14,5.26,0.00,,,,,,,,,,,,,,,,
733,,,,,,0.00,-30.00,71.43,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,60.00,,,,,,,,,,
733,60.00,0.00,0.00,0.00,-50.00,60.00,,,,,-33.33,62.50,,,,,,,,,,,,,
733,-2.54,,,,,,,,,,,,,,,,,,,,,,,,
733,-40.83,26.76,22.22,,,25.00,31.20,,,,,,,,,,,,,,,,,,
733,,,,,-17.65,75.71,-18.70,,,,,,,,,,,,,,,,,,
733,-28.00,-44.44,,,,72.00,-30.23,33.33,15.75,,,,,,,,,,,,,,,,
733,,,,-37.50,40.00,33.33,-3.57,-1.48,7.52,15.38,-18.18,,,,,,,,,,,,,,
733,20.00,-16.67,0.00,20.00,25.00,0.00,-13.33,53.85,,,19.05,,,,,,,,,,,,,,
733,-9.09,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,-62.50,100.00,,,,100.00,,,,,,,,,,,,,,,,,,,
733,22.22,36.36,,,,,,,-71.43,0.00,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,-33.33,50.00,,,,,,
733,25.00,-25.00,33.33,35.00,-18.52,4.55,,,30.00,0.00,20.31,2.30,-37.50,32.00,,,,,,,,,,,
733,,,,-39.47,73.91,,,,,,,,,,,,,,,,,,,,
733,-13.64,5.26,,,,,,,,,,,,,,0.00,0.00,0.00,15.00,-30.43,50.00,16.67,,,
733,-4.76,70.00,39.41,13.92,,,,,,,,,,,,,,,,,,,,,
733,-10.00,-22.22,50.00,-4.76,50.00,-12.67,14.50,,,6.67,4.17,0.00,-20.00,-12.50,,,,,,,,,,,
733,-37.50,33.33,-10.00,122.22,-10.50,-24.58,48.15,-25.00,40.00,-18.57,,,0.00,0.00,5.71,,,,70.00,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,-7.14,-23.08,20.00,25.00,,,,,,,,,,,33.33,25.00,-20.00,55.00,-51.61,,,,,,
733,0.00,,,,,,,,,,,,,,,,,,,,,,,,
733,-5.26,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,
733,45.45,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,0.00,,,,,,,,,,,,66.67,,,,,,,,,,,,
733,-53.49,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,0.00,-15.38,9.09,58.33,-21.05,5.33,-5.06,13.33,0.00,-24.71,28.91,3.03,0.00,-14.12,,,,,,,100.00,-25.00,133.33,,
733,,,,42.86,,,,,,,,,,,,,,,,,,,,,
733,,0.00,-22.22,7.14,-20.00,,,,,,,,,,,,,,,,,,,,
733,,-44.44,,,,,,,6.67,,,,,,,,,,,,,,,,
733,,-12.50,14.29,12.50,,,,,,,,,,,,,,,,,,,,,
733,,,57.89,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,11.11,-25.00,0.00,0.00,,,,,,,,,,,
733,,,77.78,62.50,-46.15,,,,,,,,,,,,,,,,,,,,
733,,,12.50,0.00,33.33,-25.00,0.00,22.22,-27.27,50.00,170.83,7.69,-14.29,20.00,,,,,,,,,,,
733,,,190.00,,,,,,,,,,,,,,,,,,,,,,
733,,,20.00,,,,,,,,,,,,,,,,,,,,,,
733,,,-26.67,,,,,,,,,,,,,,,,,,,,,,
733,,,25.00,-33.33,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,-16.67,30.00,7.69,,,,,,,,,,,,,,,
733,,,,4.35,25.00,33.33,17.50,-24.68,11.86,5.05,15.38,25.00,,,,,,,,,,,,,
733,,,,33.33,,,,,,,,,,,,,,,,,,,,,
733,,,,100.00,100.00,,,-33.33,,,,,,,,,,,,,,,,,
733,,,,-37.50,60.00,25.00,,,,,,,,,,,,,,,,,,,
733,,,,-5.56,17.65,60.00,29.37,0.48,10.58,-2.17,22.22,,,,,,,,,,,,,,
733,,,,177.78,,,60.00,-14.06,18.18,30.77,5.88,,,,,,,,,,,,,,
733,,,,39.13,-37.50,,,,,,,,,,,,,,,,,,,,
733,,,,-10.62,81.82,-24.23,11.68,13.64,-20.00,80.00,-44.44,,,,,,,,,,,,,,
733,,,,-14.29,45.83,6.29,-35.48,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,0.00,0.00,33.33,0.00,-25.00,33.33,-25.00,0.00,-66.67,200.00,-13.33,,,20.00,-16.67,-25.00,33.33,-25.00,0.00,20.00,0.00
733,,,,,15.38,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,-20.00,,,,,,,,
733,,,,,,-26.00,-18.92,83.33,,,,,,,,,,,,,,,,,
733,,,,,,-28.57,,,-9.09,,,-16.67,4.00,,,,,,,,,,,,
733,,,,,,30.00,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,31.00,6.87,7.14,-1.33,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,2.08,,,,,,,,,,,,,,,,,,
733,,,,,,,36.36,-20.00,13.33,,,42.86,-5.00,5.26,0.00,17.00,-5.98,-9.09,40.00,-10.71,52.00,-5.26,11.11,0.00,0.00
733,,,,,,,,,,5.88,-44.44,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,1.35,,,3.45,100.00,,,,,,,,,,,,,
733,,,,,,,,,,-7.69,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,20.00,,,0.00,,,,,
733,,,,,,,,,,1.35,-3.33,-13.79,16.00,1.38,-1.36,,,22.22,,,,,,,
